OrderID,CustomerName,MenuItem,Quantity,OrderDate,PricePerUnit,TotalPrice
63049,Nancy Page,Chicken Wings,1,2023-08-22 16:19:58,37.1,37.1
22299,Frank Myers,Soda,5,2023-11-06 02:36:05,35.11,175.55
60599,Daniel Morgan,Beer,5,2023-01-25 03:29:36,22.6,113.0
31684,Kathleen Murphy,Ice Cream,1,2023-04-22 02:40:34,18.86,18.86
10153,Charles Bell,Coffee,3,2023-07-28 10:19:26,11.64,34.92
85968,Kenneth Rose,Burger,5,2023-05-13 06:42:43,17.18,85.9
13025,Angela Kerr,Spring Rolls,5,2023-01-01 20:23:57,42.92,214.6
68001,Christopher Ball,Garlic Bread,2,2023-07-10 22:55:24,5.91,11.82
7098,Marissa Copeland,Cheesecake,4,2023-01-25 22:28:04,39.69,158.76
8568,Deborah Powell,Chocolate Cake,4,2023-03-27 00:49:15,7.78,31.12
54530,Caitlin Lambert,Steak,1,2023-07-30 22:56:50,22.54,22.54
76477,Jessica Erickson,Burger,1,2023-11-25 18:03:58,35.24,35.24
99528,Ronald Lester,Spring Rolls,5,2023-07-21 02:15:51,11.17,55.85
67398,John Dillon,Chicken Wings,3,2023-08-26 13:49:38,41.29,123.87
9390,Natasha Torres,Spring Rolls,1,2023-02-06 20:33:01,37.6,37.6
60390,Anthony Hanna,Soda,1,2023-11-07 03:24:42,45.23,45.23
62799,Jill Hood,Pizza,2,2023-10-08 13:03:34,13.6,27.2
62534,Sarah Garza,Chicken Wings,3,2023-07-22 01:45:38,30.37,91.11
24753,Jonathan Dixon,Ice Cream,2,2023-11-02 20:14:07,19.49,38.98
73707,Jeffrey Kelley,Pasta,2,2023-12-06 00:17:07,6.61,13.22
45867,Destiny Hernandez,Beer,1,2023-01-25 15:45:57,16.62,16.62
19719,Susan Wilson,Chocolate Cake,2,2023-03-25 09:04:39,16.82,33.64
39667,Kim Carney,Soda,1,2023-03-24 10:01:17,22.38,22.38
90824,Robert Sanchez,Chicken Wings,3,2023-07-03 22:27:07,42.39,127.17
91256,Gregory Moreno,Steak,2,2023-05-27 20:23:38,42.08,84.16
50250,Joseph Sanchez,Steak,3,2023-12-23 15:52:30,15.52,46.56
28251,Diana Pierce,Chocolate Cake,4,2023-06-07 09:04:35,6.04,24.16
74468,Alan Hart,Garlic Bread,4,2023-09-10 05:38:28,44.19,176.76
11418,Jessica Long,Spring Rolls,5,2023-11-28 15:13:44,42.83,214.15
23946,Julie Hernandez,Chocolate Cake,3,2023-07-23 23:13:32,25.15,75.45
79312,Cynthia Hernandez,Wine,4,2023-07-29 17:20:32,24.88,99.52
63460,Melissa Briggs,Wine,5,2023-11-27 20:53:03,34.95,174.75
97926,Vanessa Mcmillan,Steak,1,2023-10-13 05:27:32,7.61,7.61
58869,Neil Cunningham,Wine,1,2023-07-26 06:38:06,45.81,45.81
92256,Kayla Edwards,Chocolate Cake,3,2023-05-30 05:48:56,26.97,80.91
49761,Jessica Lynn,Pizza,2,2023-04-12 22:34:10,15.96,31.92
43320,Brian Weber,Steak,2,2023-03-01 04:28:12,43.68,87.36
14748,Mary Vaughan,Cheesecake,5,2023-05-13 15:28:25,13.18,65.9
11431,Daniel Grant,Chicken Wings,5,2023-01-30 00:11:59,32.77,163.85
73245,Andrew Allen,Chocolate Cake,4,2023-02-04 20:59:50,17.13,68.52
91757,Natasha Williams,Chicken Wings,2,2023-01-28 14:31:44,48.62,97.24
98472,Noah Stephens,Wine,1,2023-06-26 18:40:30,28.45,28.45
29391,Joseph Mendoza,Steak,5,2023-07-26 07:35:41,43.58,217.9
85466,William Swanson,Chicken Wings,5,2023-02-27 12:56:50,49.81,249.05
39337,Teresa Wood,Coffee,5,2023-02-20 21:36:17,10.33,51.65
5972,David Harris MD,Beer,3,2023-06-22 18:10:15,39.11,117.33
10149,Luis Fletcher,Chicken Wings,4,2023-03-20 11:13:58,22.01,88.04
28583,David Hill,Chicken Wings,2,2023-09-12 04:45:54,30.31,60.62
52876,Sarah Mcdaniel,Ice Cream,5,2023-09-21 20:35:53,6.64,33.2
22302,Ashley Buckley,Burger,2,2023-02-11 00:53:10,13.23,26.46
82207,Eric Hubbard,Chicken Wings,3,2023-04-14 18:00:39,8.67,26.01
30673,Rachel Ramos,Spring Rolls,2,2023-02-20 00:32:49,17.08,34.16
80947,Rebecca Thomas,Cheesecake,4,2023-01-30 07:31:25,19.26,77.04
50611,Joseph Thomas,Soda,5,2023-01-13 00:59:02,16.71,83.55
94047,Natalie Medina,Ice Cream,2,2023-01-04 20:30:15,17.97,35.94
58360,Nathan Garcia,Soda,4,2023-01-17 05:14:55,36.5,146.0
31525,Patricia Lynch,Burger,3,2023-05-01 07:14:19,14.5,43.5
81651,Jason Martinez,Spring Rolls,5,2023-05-14 17:07:19,15.55,77.75
80784,Kevin Walton,Cheesecake,2,2023-07-12 09:20:01,23.57,47.14
85524,Mark Cooper,Cheesecake,1,2023-05-28 03:41:20,42.77,42.77
20732,Jose Moore,Beer,5,2023-03-28 04:15:07,31.02,155.1
93623,Barbara Warren,Soda,1,2023-04-15 19:54:12,7.89,7.89
59888,Michael Weaver,Ice Cream,1,2023-01-26 07:31:55,36.69,36.69
81593,Amy Ramirez,Burger,3,2023-09-10 08:56:04,37.21,111.63
97633,Bruce Case,Soda,2,2023-05-11 01:19:07,25.76,51.52
21629,Jeremy Swanson,Beer,1,2023-07-29 06:44:01,14.84,14.84
23358,Danielle Elliott,Pizza,2,2023-12-06 00:38:33,43.92,87.84
35094,Sarah Moore,Cheesecake,3,2023-06-23 23:55:36,33.18,99.54
74172,Kathryn Maxwell,Garlic Bread,5,2023-09-08 04:01:47,41.01,205.05
1670,Mark Allison,Pizza,5,2023-12-08 11:24:08,38.99,194.95
76597,Lisa Keith,Garlic Bread,3,2023-04-27 21:44:54,15.44,46.32
95688,Elizabeth Smith,Steak,3,2023-04-17 20:33:33,29.99,89.97
16588,William Brown,Garlic Bread,1,2023-08-05 16:33:28,12.08,12.08
67892,Barbara Alvarez,Wine,4,2023-05-11 12:57:41,10.4,41.6
19657,Rhonda Todd,Cheesecake,5,2023-12-12 18:17:03,49.09,245.45
71844,Jeremy Ochoa,Coffee,4,2023-07-04 20:18:36,44.02,176.08
7944,Joseph Robinson,Burger,2,2023-06-27 22:20:59,26.27,52.54
59882,Patricia Cook,Burger,1,2023-02-09 11:35:48,13.41,13.41
64392,Monique Mccarty,Burger,2,2023-08-24 01:59:46,29.93,59.86
48383,Rachel Parks,Chicken Wings,3,2023-12-18 21:52:47,20.12,60.36
26175,William Jones,Soda,1,2023-07-05 06:39:21,47.21,47.21
89321,Rebecca Jensen,Coffee,4,2023-09-20 16:43:56,49.21,196.84
79612,Anthony Frazier,Burger,3,2023-07-08 14:10:37,36.31,108.93
96166,Diana Rhodes,Cheesecake,3,2023-08-08 12:22:11,10.59,31.77
27017,Charlotte Bell,Soda,2,2023-01-27 00:05:16,19.59,39.18
97760,Mr. Frank Collins,Ice Cream,2,2023-09-08 06:08:02,41.67,83.34
91046,Steven Kirk,Pizza,1,2023-06-22 17:28:35,26.28,26.28
69983,Sarah Mora,Spring Rolls,5,2023-05-24 12:17:42,23.56,117.8
3774,Dr. Jonathan Hernandez,Garlic Bread,4,2023-11-26 16:03:50,26.59,106.36
16245,Kelsey Maldonado,Pasta,3,2023-11-30 05:01:55,43.99,131.97
21703,Christopher Gordon,Spring Rolls,2,2023-07-20 22:14:27,37.01,74.02
25515,Michael Sloan,Wine,3,2023-01-06 13:11:22,29.09,87.27
57690,Julie Jones,Soda,1,2023-06-04 10:48:57,35.22,35.22
26741,Kayla Parker,Spring Rolls,3,2023-06-17 14:31:51,34.02,102.06
71992,Ricky Green,Chocolate Cake,2,2023-04-21 10:42:48,26.51,53.02
38695,Randy Orr,Chocolate Cake,4,2023-08-06 01:56:54,38.38,153.52
43324,Nathan Lawson,Pizza,5,2023-03-07 01:31:50,36.69,183.45
55954,Christopher Phillips,Beer,2,2023-01-24 06:29:04,42.12,84.24
45807,Greg Navarro,Spring Rolls,4,2023-02-18 00:26:00,27.76,111.04
62763,Tyrone Robinson,Spring Rolls,3,2023-07-26 19:40:08,49.68,149.04
50378,John Hill,Spring Rolls,1,2023-01-24 16:26:10,47.76,47.76
27056,Thomas Martin,Chicken Wings,5,2023-07-16 01:00:18,19.29,96.45
67161,Angela Oneill,Burger,2,2023-10-01 08:45:30,28.91,57.82
39261,Jennifer Anderson MD,Garlic Bread,4,2023-08-27 01:39:53,43.14,172.56
50929,Jennifer Smith,Ice Cream,1,2023-04-12 19:42:48,10.36,10.36
52841,Brandon Brown,Beer,4,2023-05-12 19:09:40,10.72,42.88
78834,Kyle Hernandez,Beer,5,2023-02-21 04:34:52,46.22,231.1
4936,Catherine Walters,Steak,1,2023-02-09 11:30:28,33.66,33.66
96287,Jamie Huffman DDS,Wine,3,2023-06-11 20:28:09,19.96,59.88
43786,Rodney Lucas,Wine,1,2023-08-22 06:31:57,23.5,23.5
62511,Justin Beck,Cheesecake,4,2023-07-25 08:36:43,7.5,30.0
33332,Lucas Hale,Coffee,2,2023-02-25 14:05:26,24.17,48.34
8419,Jason Martinez,Chocolate Cake,4,2023-02-17 03:13:16,42.79,171.16
7424,Michele Ward,Spring Rolls,2,2023-06-27 22:05:14,21.36,42.72
2508,Jessica Sosa,Coffee,2,2023-05-09 12:03:17,38.81,77.62
43523,Brenda Nelson,Garlic Bread,4,2023-04-04 16:53:17,17.15,68.6
16507,Kayla Velez,Beer,2,2023-11-17 13:07:46,31.42,62.84
14449,Timothy Powers,Pasta,2,2023-10-17 13:02:36,34.17,68.34
71518,Charles Gonzales,Steak,2,2023-11-25 12:27:05,6.13,12.26
73868,David Turner,Cheesecake,2,2023-07-15 13:22:19,34.22,68.44
79999,Christina Martinez,Chocolate Cake,4,2023-08-08 18:52:07,7.74,30.96
76795,Scott Massey,Ice Cream,2,2023-09-01 01:13:29,17.3,34.6
41992,Melissa Stone,Wine,5,2023-12-19 06:34:35,46.01,230.05
69692,James Kane,Chicken Wings,4,2023-01-26 05:38:47,20.23,80.92
56970,Ryan Adams,Chicken Wings,2,2023-12-20 13:27:40,32.32,64.64
47689,Edward Ross,Chicken Wings,3,2023-05-24 08:11:37,16.65,49.95
49731,Amy Franklin,Chocolate Cake,5,2023-07-03 07:54:31,13.26,66.3
84650,Dylan Gonzales,Steak,4,2023-06-24 17:54:11,45.32,181.28
64958,Lisa Smith,Chicken Wings,2,2023-04-14 12:28:40,41.3,82.6
66856,Patricia Jones,Cheesecake,4,2023-12-26 22:15:03,40.11,160.44
25653,Joshua Bailey,Pizza,5,2023-02-05 17:00:54,15.04,75.2
8683,Kathryn Velasquez,Chicken Wings,5,2023-05-30 06:25:15,45.11,225.55
1478,Mrs. Amy Burke,Beer,5,2023-10-12 07:55:57,43.24,216.2
41166,Christian Marshall,Spring Rolls,1,2023-11-16 14:29:07,14.07,14.07
90853,Breanna Higgins,Chocolate Cake,5,2023-12-15 07:07:00,7.33,36.65
70445,Alyssa Garcia,Soda,2,2023-12-26 22:34:58,18.79,37.58
41383,Donald Smith,Soda,4,2023-10-10 08:30:45,49.46,197.84
92196,Kelly Meyer,Soda,5,2023-12-24 14:11:12,7.22,36.1
29103,Ryan Maldonado,Chicken Wings,5,2023-01-26 11:26:22,46.73,233.65
57849,Heather Young,Cheesecake,5,2023-04-02 17:32:33,46.72,233.6
56468,Christopher King,Wine,2,2023-06-21 01:32:29,22.44,44.88
84271,Charles Mendez,Soda,1,2023-05-04 10:57:58,42.34,42.34
92759,Kelly Burton,Coffee,5,2023-03-13 23:10:40,21.19,105.95
41195,Nicole Short,Pizza,1,2023-12-26 05:14:57,13.01,13.01
89809,Nathaniel Barnett,Beer,5,2023-03-09 05:10:58,32.65,163.25
92900,Andrew Medina,Spring Rolls,4,2023-03-27 22:00:22,5.53,22.12
16473,Dana Peterson,Spring Rolls,1,2023-04-20 12:16:50,25.75,25.75
91896,Lisa West,Spring Rolls,5,2023-11-30 15:50:46,16.01,80.05
17547,Craig Rodriguez,Chocolate Cake,4,2023-07-14 16:51:04,39.52,158.08
58255,Danny Hernandez,Coffee,5,2023-10-31 03:14:17,6.21,31.05
75413,Tyrone Cunningham,Garlic Bread,5,2023-07-23 13:29:56,44.38,221.9
68524,Timothy Lane,Chocolate Cake,2,2023-05-26 14:54:19,36.84,73.68
96842,Melinda Shepherd,Beer,5,2023-01-24 00:25:14,33.89,169.45
38710,Miguel Case,Steak,1,2023-02-19 13:51:30,42.28,42.28
14109,Monica Wu,Cheesecake,3,2023-06-29 11:26:49,44.13,132.39
68054,Timothy Copeland,Steak,5,2023-01-12 14:15:04,39.33,196.65
41755,Daniel Davis,Ice Cream,4,2023-08-08 04:04:42,19.04,76.16
19640,Karen Young,Coffee,4,2023-12-05 03:16:54,10.26,41.04
32464,Stacey Ross,Steak,1,2023-05-26 13:29:00,20.51,20.51
6007,Autumn Colon,Ice Cream,3,2023-03-16 14:41:44,20.66,61.98
68296,Kimberly Sherman,Pizza,1,2023-10-19 00:13:24,26.09,26.09
14906,Christopher Ramos,Garlic Bread,3,2023-05-30 22:12:57,42.33,126.99
16525,Hector Salinas,Chocolate Cake,5,2023-11-22 20:31:08,31.64,158.2
75741,Jesse Blackwell,Chicken Wings,2,2023-05-10 04:22:10,43.95,87.9
92778,Laura Phillips,Garlic Bread,1,2023-09-14 07:27:24,43.13,43.13
42475,Sarah Middleton,Spring Rolls,3,2023-04-15 20:19:46,24.69,74.07
57882,Mr. Marcus Lucas,Chicken Wings,1,2023-07-16 15:46:12,31.02,31.02
10323,Richard Wright,Spring Rolls,4,2023-06-21 00:35:45,33.23,132.92
46617,Joseph Terry,Soda,2,2023-03-08 21:58:28,31.27,62.54
36049,Jose Dominguez,Burger,4,2023-10-17 15:56:53,48.26,193.04
56938,Kristen Morris,Cheesecake,4,2023-01-29 14:09:47,25.66,102.64
64803,Angela Reed,Garlic Bread,1,2023-01-14 15:50:18,13.67,13.67
84588,Edward Banks,Chocolate Cake,1,2023-06-14 21:10:54,48.28,48.28
26754,Jacob Wagner,Pizza,2,2023-03-08 21:42:33,42.81,85.62
84721,Tracy Williams,Soda,5,2023-02-23 18:04:48,28.59,142.95
53645,Tracy Newman,Garlic Bread,4,2023-02-13 07:26:46,42.84,171.36
94097,Peter Watson,Chocolate Cake,2,2023-10-27 00:40:33,24.98,49.96
42579,Jim Hayes,Spring Rolls,2,2023-10-27 11:17:14,39.85,79.7
99597,Alexis Santana,Chicken Wings,4,2023-04-27 01:04:52,17.57,70.28
74783,Jacob Hamilton,Pasta,5,2023-04-15 18:29:54,29.75,148.75
62081,Kimberly Wyatt,Garlic Bread,5,2023-04-18 05:59:24,45.42,227.1
91617,Mary Mack,Soda,4,2023-11-09 18:31:05,42.17,168.68
91701,Rhonda Kim,Chocolate Cake,1,2023-08-10 23:28:43,9.09,9.09
25176,Clifford Boyer,Wine,2,2023-10-10 10:05:06,28.37,56.74
73566,Kathy Washington,Spring Rolls,2,2023-07-22 09:00:16,49.53,99.06
21330,Kelly Cline,Pasta,1,2023-01-22 00:08:06,18.08,18.08
27911,Trevor Jones,Spring Rolls,1,2023-04-06 12:36:11,6.87,6.87
40072,Dr. Mason Brown,Coffee,4,2023-08-22 17:10:01,37.78,151.12
64937,William Wiley,Ice Cream,1,2023-10-09 08:58:19,26.18,26.18
74083,Elizabeth Garza,Garlic Bread,2,2023-10-28 15:44:15,32.52,65.04
1565,Victoria Harmon,Ice Cream,1,2023-12-03 12:19:11,35.88,35.88
21011,Bryce Willis,Chicken Wings,4,2023-07-22 09:45:29,43.06,172.24
77380,Michael Waters,Cheesecake,1,2023-10-08 10:14:23,28.31,28.31
69195,Pamela Navarro,Garlic Bread,2,2023-11-24 09:28:18,41.32,82.64
64548,Jeffrey Stone,Steak,4,2023-05-19 04:37:33,45.89,183.56
11802,Anthony Robinson,Spring Rolls,3,2023-03-22 00:55:40,12.5,37.5
36087,Nathan Garcia,Coffee,1,2023-07-04 22:39:02,11.17,11.17
43491,Alyssa Stephens,Cheesecake,5,2023-12-16 21:38:06,49.74,248.7
30517,David Carey,Garlic Bread,2,2023-01-06 04:14:59,15.28,30.56
81042,Douglas Rojas,Pasta,4,2023-10-20 12:25:19,34.69,138.76
98017,Colin Thompson,Steak,3,2023-06-15 02:12:45,5.8,17.4
54049,Katie Jones,Chocolate Cake,4,2023-06-26 13:18:59,11.72,46.88
2893,Jennifer Brown,Cheesecake,3,2023-12-10 04:21:04,37.02,111.06
50304,Angel Long,Steak,5,2023-11-15 22:13:02,34.54,172.7
79164,Marc Davis,Garlic Bread,1,2023-01-12 23:53:09,42.36,42.36
86876,Melvin Armstrong,Pizza,2,2023-09-03 03:05:26,49.63,99.26
18234,Christopher Norman,Ice Cream,5,2023-06-16 14:15:32,13.27,66.35
80484,Sarah Bradley,Wine,5,2023-09-27 15:04:25,21.64,108.2
10431,Michael Mccarthy,Pasta,2,2023-10-04 12:22:23,26.31,52.62
43159,Lindsay Wheeler,Beer,2,2023-01-23 17:55:24,19.77,39.54
33298,Lisa Mays,Spring Rolls,5,2023-03-17 07:10:12,12.55,62.75
93892,Ronald Sanders,Spring Rolls,3,2023-01-18 05:28:20,14.47,43.41
5503,Steven Grimes,Garlic Bread,4,2023-05-20 12:03:37,42.88,171.52
62221,Joanne Ingram,Wine,3,2023-04-28 22:41:27,47.45,142.35
63705,Kerry White,Spring Rolls,2,2023-01-04 13:29:44,39.99,79.98
86,Mary Ross,Steak,2,2023-05-18 19:13:41,41.73,83.46
22628,Kathleen Gamble,Steak,5,2023-09-25 19:42:48,19.18,95.9
11750,Laura Barnes,Wine,4,2023-08-26 04:26:37,39.35,157.4
2457,Erika Griffin,Coffee,1,2023-09-12 08:58:30,25.44,25.44
83845,Jesus Rice,Pizza,4,2023-02-18 13:28:12,8.32,33.28
81450,Valerie Alvarado MD,Soda,5,2023-09-02 03:53:56,17.08,85.4
88477,Michael Reyes,Chicken Wings,4,2023-12-22 06:21:16,7.48,29.92
42577,Michael Stokes,Pizza,5,2023-12-09 08:53:36,15.75,78.75
88087,Rebecca Perkins,Pizza,5,2023-04-01 10:25:18,27.3,136.5
48016,Garrett Gonzalez,Ice Cream,2,2023-05-05 11:55:34,46.7,93.4
35345,Sean Thompson,Chocolate Cake,3,2023-05-08 08:44:13,30.93,92.79
77266,Leslie Powers,Coffee,2,2023-03-24 19:27:27,41.41,82.82
66848,Debra Mcgee,Pasta,4,2023-07-31 17:58:37,28.62,114.48
27429,Sabrina Morris,Pasta,1,2023-08-18 03:38:51,31.41,31.41
34989,David Deleon,Ice Cream,5,2023-06-05 07:26:38,25.38,126.9
50690,Frank Gibson,Chicken Wings,4,2023-10-22 07:05:39,28.79,115.16
30648,Dana Clay,Burger,2,2023-09-03 01:02:08,31.48,62.96
71901,Daisy Hernandez,Cheesecake,3,2023-11-12 18:27:07,13.33,39.99
64860,Kelsey Johnson DDS,Pizza,3,2023-10-03 00:47:00,43.81,131.43
55431,Melinda Griffin,Chicken Wings,1,2023-11-23 18:51:02,14.12,14.12
99692,Michael Scott,Garlic Bread,4,2023-04-17 02:36:46,12.92,51.68
28847,Ann Williams,Wine,5,2023-01-11 02:36:47,8.43,42.15
4591,Andrea Smith,Chicken Wings,5,2023-12-11 02:21:02,6.01,30.05
45729,Christopher Elliott,Pizza,5,2023-10-23 17:23:01,5.32,26.6
48401,Kyle Wagner,Coffee,2,2023-10-12 17:43:56,36.65,73.3
79717,Robin Pierce,Garlic Bread,5,2023-12-15 08:17:38,29.72,148.6
37833,Nicholas Fernandez,Burger,4,2023-03-16 08:05:49,32.81,131.24
98125,Michelle Le,Wine,4,2023-07-21 03:46:06,30.76,123.04
63747,Caitlyn Davenport,Chicken Wings,5,2023-08-08 08:31:48,35.67,178.35
36165,Sarah Bray,Chocolate Cake,2,2023-12-25 01:19:50,44.91,89.82
36575,Jamie Gordon MD,Burger,5,2023-06-12 07:19:39,47.98,239.9
50545,Kelly Burgess,Beer,4,2023-05-16 20:46:22,31.08,124.32
88356,Kaitlyn Davis,Ice Cream,3,2023-07-23 16:24:41,22.59,67.77
56255,Desiree Palmer,Pasta,1,2023-06-13 16:56:14,33.47,33.47
48993,Jacqueline Murphy,Coffee,2,2023-01-29 01:55:50,16.38,32.76
76861,Stacy Brady,Cheesecake,3,2023-09-27 11:04:41,35.65,106.95
91469,Kelly Morales,Spring Rolls,3,2023-10-18 11:46:36,8.22,24.66
29147,Donna Osborne,Ice Cream,4,2023-09-10 06:19:48,43.23,172.92
4312,Pamela Ball,Cheesecake,4,2023-06-11 21:06:47,14.38,57.52
86446,Jordan Webster,Soda,3,2023-05-30 18:00:16,16.67,50.01
13552,Bethany Trujillo,Cheesecake,5,2023-11-09 22:26:45,5.8,29.0
92704,Kevin Moss,Beer,2,2023-03-17 15:23:22,6.37,12.74
69068,Hector Conner,Cheesecake,2,2023-01-02 01:38:45,39.54,79.08
20029,Kathryn Valentine,Ice Cream,2,2023-06-01 11:19:35,15.78,31.56
97598,Terry Lucero,Garlic Bread,1,2023-05-06 11:47:56,11.35,11.35
624,Sergio Proctor,Burger,2,2023-04-26 14:19:37,18.89,37.78
89340,Rebecca Ortega,Beer,1,2023-10-19 22:53:30,33.12,33.12
58628,Luke Miller,Chocolate Cake,5,2023-07-30 22:13:24,30.26,151.3
24559,Austin Clark,Coffee,2,2023-01-30 03:50:51,42.84,85.68
82315,Valerie Holmes,Spring Rolls,5,2023-07-21 04:32:06,33.87,169.35
66002,Christopher Kennedy,Burger,4,2023-11-12 19:20:34,18.58,74.32
71661,Aaron Hickman,Pizza,4,2023-05-25 13:10:55,34.16,136.64
65779,Michael Warren,Ice Cream,2,2023-09-04 09:06:24,32.85,65.7
22734,Kaitlyn Higgins,Beer,2,2023-06-27 20:23:02,37.86,75.72
11892,Erin Macias,Steak,2,2023-08-21 08:37:58,36.16,72.32
31200,Valerie Vaughn,Pizza,5,2023-05-27 23:31:50,44.57,222.85
87818,Adam Mcgee,Wine,1,2023-01-15 08:15:10,45.58,45.58
80094,William Carney,Garlic Bread,4,2023-02-17 04:17:31,27.01,108.04
52326,Susan Hernandez,Spring Rolls,4,2023-04-14 11:26:43,40.27,161.08
66651,Tina Noble,Soda,5,2023-12-09 21:15:55,7.82,39.1
55296,Amy Browning,Chocolate Cake,5,2023-05-10 16:24:03,29.77,148.85
90854,Johnathan Burns,Beer,4,2023-10-30 17:32:17,16.01,64.04
24813,Timothy Anderson,Soda,2,2023-08-12 13:49:08,15.09,30.18
79581,Tiffany Jackson,Coffee,2,2023-06-10 13:03:52,13.15,26.3
49629,Ann Duncan,Chicken Wings,5,2023-01-13 22:42:26,15.57,77.85
83379,Emily Wang,Pizza,5,2023-10-29 19:11:58,44.23,221.15
54615,Brooke Jackson,Soda,2,2023-01-28 02:53:08,29.67,59.34
32201,Andrea Farrell,Pasta,4,2023-10-05 03:48:02,37.43,149.72
95111,Juan Buchanan,Ice Cream,5,2023-03-27 02:58:47,26.8,134.0
82703,Rachel Fitzgerald,Chocolate Cake,1,2023-05-06 18:32:13,9.6,9.6
92908,Kristin Barrett,Cheesecake,5,2023-02-09 22:13:47,48.97,244.85
29973,Alexander Cannon,Chicken Wings,5,2023-04-10 07:55:34,34.74,173.7
